騎手,win_rate,rentai_rate
坂口智康,0.1111111111111111,0.2222222222222222
田中健,0.04081632653061224,0.061224489795918366
伊藤工真,0.046511627906976744,0.046511627906976744
小坂忠士,0.06666666666666667,0.26666666666666666
木幡初也,0.012195121951219513,0.04878048780487805
井上敏樹,0.041666666666666664,0.125
金子光希,0.058823529411764705,0.11764705882352941
菅原隆一,0.027777777777777776,0.05555555555555555
西谷誠,0.1,0.2
水沼元輝,0.010752688172043012,0.010752688172043012
黒岩悠,0.02631578947368421,0.02631578947368421
田村太雅,0.09090909090909091,0.09090909090909091
矢野貴之,0.5,0.5
鮫島良太,0.0,0.08928571428571429
木幡育也,0.0,0.05333333333333334
橋木太希,0.0,0.02127659574468085
岩部純二,0.0,0.034482758620689655
城戸義政,0.0,0.037037037037037035
土田真翔,0.0,0.017241379310344827
谷原柚希,0.0,0.037037037037037035
西村太一,0.0,0.05555555555555555
森裕太朗,0.0,0.25
江田勇亮,0.0,0.0
渡辺竜也,0.0,0.0
宮崎北斗,0.0,0.0
笹川翼,0.0,0.0
廣瀬航,0.0,0.0
的場勇人,0.0,0.0
和田翼,0.0,0.0
岡田祥嗣,0.0,0.0
吉村智洋,0.0,0.0
騎手名,0.0,0.0
山林堂信彦,0.0,0.0
山本咲希到,0.0,0.0
服部茂史,0.0,0.0
御神本訓史,0.0,0.0
大柿一真,0.0,0.0
